id,sentence,label

600,"terri ( eve ) is a hard-edged woman who can't seem to leave her two-timing boyfriend . 
",subjectivity

601,"in this debut short , meeper valiantly tries to warn the patrons of the ale-e-inn ( an intergalactic watering hole with its own constellation of stars ) of impending danger , only to find himself face-to-face with the most fearsome creatures in the galaxy . 
",subjectivity

602,"regardless , he promises to watch over his little brother as their parents head off to a party for the night . 
",subjectivity

603,"supreme chancellor palpatine moves for a vote for a republic army to protect the republic , as there has not been a full-scale war since the formation of the republic . 
",subjectivity

604,"based on frances mayes' memoir of the same name . 
",subjectivity

605,"the desperate miauczynski personalizes our own fears and obsessions , which have become so visible recently . 
",subjectivity

606,"'the nugget' is a tale about a group of three roadworkers who stumble upon the world's biggest nugget , and become instant millionaires - or so they think . 
",subjectivity

607,"fifteen years later , and their friendship has blossomed via e-mail , raj believing that he's getting to know tina when it's really pooja . 
",subjectivity

608,"by occasion , the family plays a bizarre game : when someone rings a bell , everyone has to undress as quikly as possible , dive in the swimming pool , and grab the wooden fish in the pool . 
",subjectivity

609,"soon , however , they are regretting their decision and wishing christmas would hurry up and finish until a surprise christmas "" miracle "" , could there still be hope for christmas , and the websters ? 
",subjectivity

610,"after five years of research and shooting , this unique film is now completed . 
",subjectivity

611,"a faction of political separatists , led by count dooku , attempts to assassinate her . 
",subjectivity

612,"when 19 year old tommy , a gay rights activist and 24 year old alan first meet in 1973 , they find themselves on the opposite sides of the political coin . 
",subjectivity

613,"based on a true story , the blue butterfly tells the story of a terminally ill 10-year-old boy whose dream is to catch the most beautiful butterfly on earth , the mythic and elusive blue morpho . 
",subjectivity

614,"lars von trier re-explores the concept of goodness , but this in an idiom very different from that of his gold heart trilogy ( breaking the waves , the idiots and dancer in the dark ) . 
",subjectivity

615,"he explains that her dream place can be everywhere , even within this rotten shack . 
",subjectivity

616,"when an ira cell forces him to hear last confession from a suspected informer , will he let them execute the terrorist ? 
",subjectivity

617,"however due to roxie's new found fame , velma is forgotten about . 
",subjectivity

618,"simon is an angel who shows jordan a clear oath . 
",subjectivity

619,"like carlos and mickey , sean and eddie are best friends . 
",subjectivity

620,"another woman , diana , reads a book and is divided from the real world by fiction . 
",subjectivity

621,"john may have been an unfortunate victim forced to watch the brutal murders . 
",subjectivity

622,"as they encounter ranger megan it turns out that werewolves are active in the region . 
",subjectivity

623,"sent from the city to investigate the murder of a teenage girl in a small alaska town , a police detective ( pacino ) accidentally shoots his own partner while trying to apprehend a suspect . 
",subjectivity

624,"when things don't quite go as planned , reverend teams up with la teen trouble-maker rose and down-on-his-luck has-been star j . w . 
",subjectivity

625,"using this violence as a springboard , bret begins a new game , a game where only he knows the rules . 
",subjectivity

626,"this was just after the offensive against the taliban forces had started . 
",subjectivity

627,"the crew of the enterprise ( picard and company ) find themselves on planet romulus and eventually discover a threat to the earth . 
",subjectivity

628,"testing his theories with a time machine of his own invention , hartdegen is hurtled 800 , 000 years into the future , where he discovers that mankind has divided into the hunter - and the hunted . 
",subjectivity

629,"kali is a smart , beautiful , yoga-teaching social worker . 
",subjectivity

630,"helpless and powerless in malaysia , munnabhai plays a smart one on them and all are deported back to mumbai where the don is the uncrowned king . 
",subjectivity

631,"the evening after his father's funeral , he meets the lovely paula , runs into her the next day , but is sure she'll never look twice at him . 
",subjectivity

632,"they are abruptly sidetracked when dara accidentally runs over someone on a lonely country road and wrongly takes the blame . 
",subjectivity

633,"a documentary seven years in the making about women in the film business and how they balance , children , love lives and career--or how they don't . 
",subjectivity

634,"not just any dress , this is a 1930s parisian ball gown , and the two women's respective desires for it are played out to a comical through bitter end . 
",subjectivity

635,"a librarian begins a passionate affair with a mysterious woman who walks into his library . 
",subjectivity

636,"months on , marie finds herself alone , life having taken a dramatic turn . 
",subjectivity

637,"samantha is then forced to question her own place in the shark-eat-shark world of ambition and power where truth is ever elusive , enemies wear a friend's face and the stakes are nothing less than life or death . 
",subjectivity

638,"he encounters woody , a tow truck driver who sends him down a dead-end that is the black road . 
",subjectivity

639,"dogville is shot exclusively in studio with a minimum of props once again allowing the actors' maximum freedom and full exposure inspired by televised theatre of the 70s . 
",subjectivity

640,"werner , a sniper and ex-legionnaire , presently a mercenary , who has seen it all , from angola to sarajevo . 
",subjectivity

641,"calvin and his friends , who all live an in orphanage , find old shoes with the faded letters mj connected to a powerline . 
",subjectivity

642,"one tragic night , john rescues angela from a wicked act of betrayal . 
",subjectivity

643,"renee unger is living the life she always hoped for : a little red-brick house in the small town of new russia , ohio , a good husband , a prospering construction business , and a baby on the way . 
",subjectivity

644,"for daredevil justice is blind--and for the guilty , there's hell to pay . 
",subjectivity

645,"max , a self-declared sugarholic , might be just what stan needs , and he , the answer to her addictions . 
",subjectivity

646,"lovable rogue max mackendrick dreams about winning big on the melbourne cup . 
",subjectivity

647,"when julius caesar gets wind of the project succeeding , he has the building site attacked by his troops in order to win the bet and not lose his face . 
",subjectivity

648,"armed with just two revolvers and a dozen grenades , king persuades cuthbertson to join him on a mission to occupied france . 
",subjectivity

649,"using his powers of persuasion , bret pits teammate against teammate by promising everyone the one thing that they want the most , whether it be power , respect , or cold hard cash . 
",subjectivity

650,"the first all-cgi short to be produced by imageworks , sony pictures award-winning character animation and visual effects company , "" the chubbchubbs "" introduces the alien inhabitants of the planet glorf including meeper , its earnest but awkward hero , the singing diva , the zyzaks and the chubbchubbs . 
",subjectivity

651,"when fran , ( paige turco ) walks into the prop house where he lives looking for unusual objects , chep immediately develops a crush . 
",subjectivity

652,"the film is a romantic comedy about a portuguese widow whose husband had been a fisherman who died at sea . 
",subjectivity

653," "" the bride "" was once part of a group of world class female assassins , until the group leader , "" bill "" and the other assassins turn against her . 
",subjectivity

654,"the council reluctantly admits that they are in a dire situation and they require blade's assistance . 
",subjectivity

655,"explores the question of whether it's ever too late to say 'i love you' . 
",subjectivity

656,"they lead a boring and unattractive life , until the day durval hires a maid , celia , to help his mother with the housekeeping . 
",subjectivity

657,"the cousins work nights at a local mall as security guards . 
",subjectivity

658,"postponing his desire to play basketball on the school team , steve finds an after-school job to support himself and pursues a relationship with the affluent but unhappy sally ( arielle paul ) . 
",subjectivity

659,"as an added twist robert discovers upon meeting wong dai , that the evil man himself has been manipulating our protagonist in order to have him kill wong dai's own tong members and thus , secure the ill gotten gains of wong dai's empire of crime for himself . 
",subjectivity

660,"without family and all on her own , she only can confide her troubles to simon ( ray walston ) . 
",subjectivity

661,"both of them create the most important cofee plantation in cuba with a very special philosophy of the slave work and comunity . 
",subjectivity

662,"in this cinematic concert , mesmerizing images are plucked from everyday reality , then visually altered with state-of-the-art digital techniques . 
",subjectivity

663,"through an unforeseeable chain of events , jack comes face to face with the boundaries of his carefully constructed existence . 
",subjectivity

664,"as the man descends in to the afterworld , he slowly discovers the answer to the ultimate question of mankind . 
",subjectivity

665,"the husband meets a man who knows what to do with his sexuality . 
",subjectivity

666,"if not , then catch an episode of the new reality series the jedi hunter , as the now australian boba fett crosses the galaxy capturing and eliminating jedi , along with his companion terri fett . 
",subjectivity

667,"yet , the fellowship is broken and boromir is dead . 
",subjectivity

668,"she finds jack's captivity an irresistible turn-on and he can't figure out if she's for real , or manipulating him , too . 
",subjectivity

669,"with voices of poetry , burk juxtaposes thoughts of one's typical ordeals with imagery of what some might consider a defining moment in life . 
",subjectivity

670,"set in 1986 when best friends harry ( olsen ) and lloyd ( richardson ) were teenagers , this is the madcap comic tale of their attempt to get out of the "" special needs "" department and into regular high school life . 
",subjectivity

671,"the night of graduation , they open the box and they strike up a conversation . 
",subjectivity

672,"also , anthony is black and victoria is white , which doesn't sit well with michael , anthony's best friend since childhood and a surrogate older brother . 
",subjectivity

673,"devdas was besotted by her stunning beauty and longed to have her back . 
",subjectivity

674,"before long , the bay boy of bowls is turning the sedate and very english pastime upside down with hysterical results . 
",subjectivity

675,"divan follows the filmmaker's effort to retrieve a turn-of-the-century family heir loom - a couch . 
",subjectivity

676,"his biggest customers are the yorkin family , and they seem to have everything in the world . 
",subjectivity

677,"t&#252 ; rlich accidentally stumbles across some information about his origin and decides to go to klein ischgl in austria . 
",subjectivity

678,"they have a son , jai , who is loved by everyone and who keeps the house alive . 
",subjectivity

679,"the only hope against it is a new upgraded t-800 unit , the t-850 , that is sent back by the human resistance . 
",subjectivity

680,"in this trip they find really nice people that will help them to finish their mision . 
",subjectivity

681,"jim finally proposes to michelle , and both families gather for their upcoming wedding . 
",subjectivity

682,"the narration then examines the nation's colonial history , beginning with the first german missionary in 1901 , the establishment of schools , french occupation following world war i , the paucity of books written by and published by cameroonians , and the repression of the cpu , a leftist organization of the 1950s and 1960s . 
",subjectivity

683,"his intricate paintings of the devil and his elaborate journal entries depicting encounters with him led sigmund freud to diagnose him as one of the first known schizophrenics . 
",subjectivity

684,"now the assassin and the cop must join forces - so sue can avenge her sister's death and hong can prove her innocence in a spectacular confrontation at chow nunn's headquarters . . . 
",subjectivity

685,"the film takes place over the course of a day as anthony , victoria , michael and his wife , sarah , spend the afternoon dining , drinking , and soaking in the hot tub . 
",subjectivity

686,"carlton "" niche "" james ( cory barlog ) tries desperatly to meet women . 
",subjectivity

687,"legend has it that haizmann made a pact with the devil in 1650 to be his son here on earth , and therefore gained immortality . 
",subjectivity

688,"sam and the kids band together and manage to combat the armed thugs and foil lamb's perfectly planned crime . 
",subjectivity

689,"her paranoia seeps insidiously into her newfound fantasy life and overwhelms it - destroying everything in its wake . 
",subjectivity

690,"incredibly , dionysus' unarmed women defeat pentheus' formidable royal army . 
",subjectivity

691,"james clayton ( colin farrell ) is one of the top prospects in the new crop of cia recruits . 
",subjectivity

692,"in their new environment , the men relinquish their frat mentality and realize how hurtful they have been to women over the years . 
",subjectivity

693,"a week later , jash contacts the police , asking not for a ransom but for retired police inspector mo to be his police contact . 
",subjectivity

694,"told in five parts to represent each of the five senses , the sheltered 25-year-old learns to understand his own senses and those around him . 
",subjectivity

695,"marjorie standiford sits on oklahoma's death row , hours away from execution , speaking into a tape recorder , telling her life story . 
",subjectivity

696,"the circles cause a media frenzy and test hess's faith as he journeys to find out the truth behind the crop circles . 
",subjectivity

697,"julie is a smart and spunky fifteen year old who lost her family to syndicate killers . 
",subjectivity

698,"the bay of love and sorrows is a haunting modern tragedy set on the rural shores of new brunswick's bay of miramichi . 
",subjectivity

699,"straight into the hands of a man they call the lord of the wolves . 
",subjectivity

700,"unable to let her go quite yet , duncan mimics his dead mother . 
",subjectivity

701,"brad gluckman ( kennedy ) is a wannabe rap star from malibu who acts and talks like he's from the "" 'hood . "" 
",subjectivity

702,"nothing makes this woman happy , including her wealthy but passive husband ( tony ) , a pharmaceutical kingpin . 
",subjectivity

703,"dead bodies are being found in the new york harbor . 
",subjectivity

704,"a seemingly inconistent game of "" taboo "" brings out the vile secrets and sexual desires from a group of six college graduates at a remote mansion where one of them flips out and proceeds to kill the rest in the manner of their secrets . 
",subjectivity

705,"but when those worlds collide , taking the lives of his wife and younger son , sullivan and his surviving son , michael jr . , leave their sedate home life behind and embark on a startling journey of revenge . 
",subjectivity

706,"he presents himself to be a rich boy , fool her and romance with her . 
",subjectivity

707,"one stormy night , they go to get the shoes when calvin and the shoes are struck by lightning . 
",subjectivity

708,"his motives are plain and simple , to meet a woman . 
",subjectivity

709,"she proceeds to an in-depth soul-searching that helps her discover the power of faith and steels her to put up resistance . 
",subjectivity

710,"three astronauts crash land on an earth-like planet after returning from a 7-year long expedition to ganymede . 
",subjectivity

711,"he must use his amateur military skills to beat them to the finish line , and get the tape out in the open . 
",subjectivity

712,"the story is about a woman who works in some sort of facility and one night while she is on late shift the computers go crazy because they have been possesed by a spirit . 
",subjectivity

713,"throughout the day's move , their two very different groups of friends tangle in conflicts and romance while august tries to figure out who he really wants before it's too late . 
",subjectivity

714,"things turn dark as racism , paranoia , and the mistress come into play . 
",subjectivity

715,"with an estimate of over 10 , 000 sexual conquests . 
",subjectivity

716,"before long , pazuzu , the demon from the movies , fully possesses the boy and father merrin is the only one who can stop pazuzu's evil plan of world domination . 
",subjectivity

717,"it's all about love is a fresh take on modern love and future life as two lovers struggle in a conspiracy of epic proportions . 
",subjectivity

718,"after a long inventory of break-up mishaps , nick enlists the help of his best friend to plan the perfect escape from his overbearing girlfriend . 
",subjectivity

719,"in this movie , de niro plays mitch preston , a hard-nosed , hardworking police detective . 
",subjectivity

720,"but sometimes what we teach our children can be as deadly as not teaching them . 
",subjectivity

721,"the action of the story derives from the collision of these two competing worlds . 
",subjectivity

722,"he cannot explain her intermittent crying and disturbed reactions . 
",subjectivity

723,"with the support of her best friend wilma watson and their draft-dodging companion will bacon , emily is able to stand by her convictions in a household dominated by the standards of a salt-of-the-earth father and an unconditionally loving mother . 
",subjectivity

724,"the last executioners of germany , the former east germany , france , hungary , yugoslavia and romania have faced the camera . 
",subjectivity

725,"to the horror of her friends and pumpkin's overprotective mother , carolyn falls in love , becoming an outcast in the process . 
",subjectivity

726,"yeh kaisi mohabbat ( ykm ) is a romantic thriller . 
",subjectivity

727,"can martin regain his better self - and not lose paula ? 
",subjectivity

728,"when a dozen graves are desecrated in rural texas , five young people in their 20's investigate , eventually ending up being chased by a family of cannibals , led by a towering and insane brute , dressed in human skins , called leatherface . 
",subjectivity

729,"when he loses his power the bully becomes victim and blames everyone else for his demise . 
",subjectivity

730,"through an allegorical 'fable' that is told in parallel with joseph's struggle , we are left to decide for ourselves in the end , who is the crow and who is the wolf . , was someone out to get joseph , was it a stroke of bad luck , or was it all in his head ? 
",subjectivity

731,"but all their training couldn't have prepared them for what they were going to encounter . . . 
",subjectivity

732,"seduction strikes steve and tracy , and steve and sean's lives may never be the same again . 
",subjectivity

733,"ultimately , she must accept that those she loves can give her love and nothing more and that she must find her own , uncertain way . 
",subjectivity

734,"so this race to reach the diamonds becomes deadlier and all three powers - vikrant , guru and anna clash . 
",subjectivity

735,"a little girl uses her overactive imagination to turn her doll into a real live friend ; but when a monster kidnaps her doll , she must enter a dangerous , surreal world to find the monster and rescue her doll . 
",subjectivity

736,"the mystery guests soon unleash a stiff sentence of their own , without parole , teaching the judge the consequence of doing unto others as you would have done unto you . 
",subjectivity

737,"the third , roger corman , flees to the alien countryside where he decides to begin a violent quest to find out the truth behind his mission . 
",subjectivity

738,"these human encyclopedias of cinema see two to five films a day , and from 600 to 2 , 000 films per year . 
",subjectivity

739,"what if he escaped with the intention of joining all those other nazi evil-geniuses in sun-soaked south america ? 
",subjectivity

740,"he works as a photocopy clerk under the close watch of his sexy boss sabine , who uses him to his libido's advantage . 
",subjectivity

741,"working in secret , the progressive group organised the 1959 theatre boycott to end segregation in movie theatres in hamilton . 
",subjectivity

742,"gino and settimo try to repay roberto's hospitality by chasing off a debt collector who wants his property , but their strong arm tactics alarm him and he realises they aren't the pr consultants they claimed to be liquor store night clerk jose ( freddie ganno ) has two dreams : winning the state lottery and winning the heart of a lovely young shoe store salesperson , diana ( christi adams ) . 
",subjectivity

743,"on earth , a scientist struggling with writing the definitive paper on the scientific concept fails to notice more obvious issues in his personal life . 
",subjectivity

744,"this film is adapted from the play the fire and the rain by one of india's foremost playwrights , girish karnad . 
",subjectivity

745,"when the popular , restless landon carter is forced to participate in the school drama production he falls in love with jamie sullivan , the daughter of the town's minister . 
",subjectivity

746,"so they hire the lesbian carpet cleaners to rid the evil bitch trasha once and for all . 
",subjectivity

747,"he thinks she is plotting against him with their mutual psychiatrist . 
",subjectivity

748,"through a funny , sometimes uncomfortable , and combative evening we learn what that brief romance meant to them and how they feel about the subsequent course of their lives . 
",subjectivity

749,"max finally decides to help the fbi by describing his constant dreams about the kidnapping . 
",subjectivity

750,"and what makes lucky invaluable is his ability to teach mudd how to write again . 
",subjectivity

751,"but something is very wrong in single and looking land . 
",subjectivity

752,"josh is about to turn 30 ; he's mentally retarded , and likes to play at being a vampire . 
",subjectivity

753,"when sai gwai ( turtle , in the english version ) starts working for lmf corporation with his cousin lun , he immediately meets the four "" pork chops "" ( cantonese slang for ugly women ) : mo , mei , hung and pao . 
",subjectivity

754,"clearly in over his head with both assignments , landon is forced to ask jamie for help . 
",subjectivity

755,"tommy , who is now a well known activist , has his credibility destroyed by the book which causes their breakup . 
",subjectivity

756,"after spending the night in the wilderness , sarah runs into peter , a survivalist type dressed in full combat gear , who promises to lead her out of the woods . 
",subjectivity

757,"one day , butcher lee ( karen allen ) , inez's trusted friend and an amateur mystic of sorts , reveals a vision that inez's one true love is close by . 
",subjectivity

758,"filled with hatred she seduced louie , her classmate who had a crush on her , to get back at him - and as a favor she would go to bed with him . 
",subjectivity

759,"in bucks county , pennsylvania , a five-hundred-foot crop circle is found on the farm of graham hess ( gibson ) , the town's reverend . 
",subjectivity

760,"jimmy ray is an alcoholic , still consumed by his grief and angry with his sons for wanting to play music . 
",subjectivity

761,"during the course of the story we also learn that his father died at age 40 ; and now , as jones approaches his 40th birthday , he suffers from "" survivor's guilt . "" 
",subjectivity

762,"paul doesn't see any other way but to commit suicide . 
",subjectivity

763,"the only problem is that "" the tooth fairy "" is getting inside information about graham and his family from none other than dr . lecter . 
",subjectivity

764,"not a moment will go by when he isn't on camera , whether at work or at home . 
",subjectivity

765,"the plan goes awry when trasha and her psychosis find themselves a paying gig and tables are turned , trashed and burned . 
",subjectivity

766,"a rare mutation has occurred within the vampire community . 
",subjectivity

767,"lydia , marco's girlfriend and a bullfighter by profession , has been gored and is in a coma . 
",subjectivity

768,"the republic of vermont lasted from 1777-1791 when it became the 14th state . 
",subjectivity

769,"he also tells him that they are not gems . 
",subjectivity

770,"as he navigates this decadent new world , he meets a host of characters , including david , an older gay man who desires him , and benjamin , a young hustler from texas who has also managed to find a place among the aristocracy . 
",subjectivity

771,"although mainstream filmmakers are fond of their white saviors , most audiences of color are not . 
",subjectivity

772,"but then everything changes when they discover the world's biggest nugget - worth many millions of dollars . 
",subjectivity

773,"andy spirals down into crack addiction and becomes a homeless prostitute and mike gains stability in his life once he moves in with his loving and supportive aunt . 
",subjectivity

774,"increasing evidence about one man's role in a long history of human rights abuses leads to a critical examination of american diplomacy through the lens of international standards of justice . 
",subjectivity

775,"amongst these are a middle-aged couple who met through the classified ads in a newspaper , a call-girl who keeps her daughter and her sister , a retired actor , an ex-football player , and a janitor who suspects that his adopted father , whom he dreams about every night , is his real father . 
",subjectivity

776,"a quirky family parks its trailer on a texas desert and tries to build the golf course of the father's dreams . 
",subjectivity

777,"the new code has the ability to mutate and adapt to any computer environment just like organisms can adapt . 
",subjectivity

778,"after a chance encounter at a theater , two men , benigno and marco , meet at a private clinic where benigno works . 
",subjectivity

779,"soon after , however , his ex loses her tv show , and comes back home , looking to reunite . 
",subjectivity

780,"christian taylor , a writer on hit tv series six feet under , is being profiled by a british documentary crew when he's sacked , though he doesn't know they've overheard the firing . 
",subjectivity

781,"before the gang returns , jack and erin's connection intensifies and who ends up with the money is anyone's guess . 
",subjectivity

782,"set in 1960's sydney , this is the story of an australian gangster whose booming business , buoyed by the influx of u . s . soldiers in town for r&#38 ; r during their tours in vietnam , attracts the attention of first the chicago mafia , and then their east coast competitors . 
",subjectivity

783,"whether noam chomsky , the mit linguist and political philosopher , is the most important intellectual alive , as the new york times once famously called him , is open for debate . 
",subjectivity

784,"a chicago north side brothel is the setting for double-dealing and blackmail when a new madam arrives . 
",subjectivity

785,"however a school teacher warned the train , so the gang and all the others in the pub ended up in a shootout with scores of policemen . 
",subjectivity

786,"lapd patrol officer trey sellars joined the force as a day job until his acting career took off . 
",subjectivity

787,"missy crider , angela featherstone , and sally struthers round out the cast . 
",subjectivity

788,"someone killed legendary porn king fat guy , and detectives moose &#38 ; squirrel must go deep undercover ( literally ) to find the murderer with the help of their "" special "" homicide unit . 
",subjectivity

789,"soon , against his own expectations and the scorn of his friends , landon finds himself falling in love with this outwardly plain girl who possesses a passion for life he never imagined possible . 
",subjectivity

790,"seeking refuge in his past , the murderer contacts his estranged brother and falls in love with his brother's wife , gypsy . . . 
",subjectivity

791,"but his mentor and "" trainer "" joe ( chazz palminteri ) , a shady hustler who decides how and who johnny plays , is holding him back from his dream . 
",subjectivity

792,"the pursuit eventually takes us back to l . a . , where secrets begin to get exposed . . . . 
",subjectivity

793," "" the motorcycle diaries "" is based on the journals of che geuvara , leader of the cuban revolution . 
",subjectivity

794,"a time where all fantasies can come true - unfortunately , it is no longer the '70s . 
",subjectivity

795,"oscar james takes ryan on a rollercoaster ride of mayhem and madness , but everything has a price and oscar won't let ryan easily escape this carnage-strewn nightmare 'til the final showdown when he reveals his real purpose . 
",subjectivity

796,"a recess in a wall , as for holding a statue . 
",subjectivity

797,"unfortunately , her father has forbidden her to climb because of an accident he had on mount everest . 
",subjectivity

798,"when he kills a butterfly , he unknowingly sets off a chain reaction that will erase humanity from existence . 
",subjectivity

799,"familiar stranger chronicles stacy krebbs , a 19-year-old college student : who is viciously attacked one night in her home by a mysterious stalker . 
",subjectivity

800," "" pink-loving , blonde-haired harvard law school graduate elle woods ( witherspoon ) returns in this sequel , as she turns her legal and fashion-savvy know-how towards getting a bill passed through congress , relocating a second time , after adapting her beverly hills ways to harvard , and now . . . 
",subjectivity

801,"tony stilano and trev spackneys both own , live over and work in adjoining take-away fish shops in melbourne . 
",subjectivity

802,"will taco chick and salsa girl assist superfag in defeating this evil menace ? 
",subjectivity

803,"in her confusion and grief , she finds consolation in the friendship of their african-american gardener , raymond ( dennis haysbert ) - a socially taboo relationship that leads to the further disintegration of life as she knew it . 
",subjectivity

804,"if they get caught cheating again stark will make a note in their permanent records and possibly kill their chances of getting into college . 
",subjectivity

805,"shot on location in atlanta , a group of young , hungry and diversely talented performers struggles to find the promised land of a record deal . 
",subjectivity

806,"we participate in a world full of joy , hate , love and racism . 
",subjectivity

807,"dr . cleave , who long wanted to possess stella is left to tell her story : 'one of the saddest i know' . 
",subjectivity

808,"within four months the couple realize that they are incompatible , they divorce and amir emigrates back to germany . 
",subjectivity

809,"jake had no idea he had a twin brother , let alone that he worked for the cia . 
",subjectivity

810,"elizabethean playwright christopher marlowe runs afoul of the queen as well as a jealous male admirer who ultimately hands marlowe's unpublished work to william shakespeare , an unsuccessful scribe who then pilfers marlowe's writings . 
",subjectivity

811,"but with the help of a superhero and a mysterious deep-voiced stranger , arnold and gerald will need to recover a crucial document in order to save their beloved neighborhood . 
",subjectivity

812,"but micke suggests one thing that is a definite babe-magnet : taking a dog out for walks . 
",subjectivity

813,"it is said that when the devil wishes to take a mortal soul , he'll walk the earth in the guise of a child for they are pure of heart . 
",subjectivity

814,"this undercover documentary takes you deep into the controversial arena of backyard wrestling where the limits are constantly being tested . . . and 
",subjectivity

815,"arcangel gets a message from his brother telling that their father is very sick . 
",subjectivity

816,"he picks up solitary women , uses them briefly for a job , then kills them . 
",subjectivity

817,"tam&#225 ; s is a young , budapest-based director of video clips and commercials who dreams of directing his first feature film with the title 'the guilty city' . 
",subjectivity

818,"the lizard , chaos , scar , heartless and sic inhabit the violent and often bizarre world of backyard wrestling . 
",subjectivity

819,"all the firefighters who participated in the film were friends and collegues of the six firemen who lost their lives . 
",subjectivity

820,"but genevieve is anticipating exactly that type of response from starla and soon turns everyone , including starla's friends and family , against her by playing the poor victim and making it appear that starla's the aggressor . 
",subjectivity

821,"battling his own demons he realizes he is just like the rest of us : good and evil . 
",subjectivity

822,"the change in political leaders sparks paranoia among american cia officials , so cia director bill cabot recruits a young analyst to supply insight and advice on the situation . 
",subjectivity

823,"finally , the unequal lovers end up as fugitives from justice - but for how long ? 
",subjectivity

824,"now , after having an encounter with a hollywood producer who got lost in virgil grove , is asked if he would like to come back to hollywood to direct a feature movie . 
",subjectivity

825,"when longfellow deeds , a small-town pizzeria owner and poet , inherits $40 billion from his deceased uncle , he quickly begins rolling in a different kind of dough . 
",subjectivity

826,"it is a dark time for the resistance and skynet is on the verge of going online , the events of the last movie has changed nothing and john must now battle a new terminator called the t-x . 
",subjectivity

827,"he begins to spread the gospel of communal ideals , which he has absorbed during his travels in india . 
",subjectivity

828,"in 1959 , berry gordy jr . gathered the best musicians from detroit's thriving jazz and blues scene to begin cutting songs for his new record company . 
",subjectivity

829,"a steroid of sorts , it drives whoever takes the drugs to kill . 
",subjectivity

830,"the elders bikes are unfortunately backed over at the post office and they end up bumming a ride with an older but kindly man . 
",subjectivity

831,"well as a hero in the guise of prince charmont , whom ella falls in love with . 
",subjectivity

832,"purpo$e is a story about business in the new millenium , and a world shifted away from quality to quantity . 
",subjectivity

833,"a loyal british drummer , one of the thousands of british soldiers stationed in america , accidently drops his canteen into a stream while trying to fill it with water . 
",subjectivity

834,"for the little hope that is left , frodo and sam march on into mordor , unprotected . 
",subjectivity

835,"her world changes when she meets courtenay , a compulsive liar who brags about the suicide note in her back pocket . 
",subjectivity

836,"cathy ( julianne moore ) is the perfect 50s housewife , living the perfect 50s life : healthy kids , successful husband , social prominence . 
",subjectivity

837,"knowing that the legend of the temple describes ancient mystical music as the key to unlock its secrets , jake enlists the help of samantha "" sam "" kincaid , an expert musicologist . 
",subjectivity

838,"as well , another priest in the diocese , father natalio , is suspected of assisting guerilla troops in the highlands . 
",subjectivity

839,"his surrounding is a peaceful dreamplace called "" shangri-la "" . 
",subjectivity

840,"an arrested drug kingpin is transported by a los angeles police department swat team led by jackson's character out of the city and into federal custody . 
",subjectivity

841,"welcome to peoplemovin . com , a leader in america's transient workforce , more commonly known as temporary employment . 
",subjectivity

842,"a friendly vacation for four old friends - two couples from college - turns ugly . . . then 
",subjectivity

843,"dana , a college student obsessed with the internet , explores the media to an extent where chatting with a stranger , becomes a higher priority than giving attention to her loved ones . 
",subjectivity

844,"the brothers chow nunn and chow lui's giant computer company is facing a tense crisis - a powerful computer virus is rapidly wiping out their computer network . 
",subjectivity

845,"but what exactly is good and waht exactly is evil ? 
",subjectivity

846,"mariachi is recruited by sands to take out gen . marquez ( has a huge score to settle with the mariachi ) , who has major beef with mariachi to begin with . 
",subjectivity

847,"obsessed with her job designing movie sets , fran insists that each prop be the real thing &#173 ; even if it happens to be a pair of rhinoceros eyes or a human finger . 
",subjectivity

848,"he's also still got a murder to solve , in addition to the blackmail and framing of an innocent bystander being orchestrated by the man they were chasing . 
",subjectivity

849,"among the drove is a pair of con men , on a decadent road trip as santa and his elf . 
",subjectivity

850,"arroz con mango is a light romantic comedy about people and their drives . 
",subjectivity

851,"and the moment they touch each other for a first time , the fortune-teller's prophesy comes true . 
",subjectivity

852,"a former eastern germany secret agent runs away fron his past and lands in m&#233 ; xico under a fake identity . 
",subjectivity

853,"during the heist , the kids overcome high-tech security systems , guard dogs , and a nasty head of security to get to a bank vault suspended 100-feet above ground . 
",subjectivity

854,"a disfigured man , known as the phantom who loves to strike fear in the minds of the paris opera house staff , comes to a young singer , christine daae , and tutors her voice . 
",subjectivity

855,"the film tells the story of a highly intelligent former state champion bodybuilder from small town ohio who has become obsessed with his scientific research and , consequently , has let his world-class physique go . 
",subjectivity

856,"enlisted for a dangerous covert mission , he must combat a clever , organized , and ruthless enemy far beyond the scope of his experience . 
",subjectivity

857,"bound and determined to end their contentious relationship once and for all , melanie sneaks back home to alabama to confront her past , only to discover that you can take the girl out of the south , but you can never take the south out of the girl . 
",subjectivity

858,"with the help of a fellow believer ( hugh mclean ) , and despite several obstacles in the way , he sets out on this mission to fulfill his goal . 
",subjectivity

